Customer ID,Feedback Channel,Rating,Date,Comment
C00339,Survey,1,11/8/2024 0:00,Long waiting times for customer support. Thanks for the survey follow-up.
C00367,Email,5,12/24/2024 0:00,Excellent service! Very satisfied with my purchase.
C00144,Social Media,5,2024/22/12,Great value for money. Highly recommended! Quick response on social media.
,XXX,5,,Excellent service! Very satisfied with my purchase. Thanks for the survey follow-up.
C00069,Social Media,3,12/2/2024 0:00,Average service quality.
,Survey,2,12/20/2024 0:00,Need to improve product quality. Thanks for the survey follow-up.
C00396,Survey,4,,Excellent service! Very satisfied with my purchase.
C00025,Social Media,4,12/20/2024 0:00,Very professional and efficient service. Quick response on social media.
C00436,Survey,2,11/28/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00379,Social Media,4,12/16/2024 0:00,Excellent service! Very satisfied with my purchase.
C00469,Survey,5,12/22/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00484,Email,5,12/23/2024 0:00,N/A
C00053,Social Media,5,2024/24/11,Best shopping experience I've had in a while! Quick response on social media.
C999999,,5,11/15/2024 0:00,The product exceeded my expectations. Will buy again!
C00144,Survey,3,11/22/2024 0:00,
C00057,Email,4,11/30/2024 0:00,The product exceeded my expectations. Will buy again!
C00039,Social Media,5,11/4/2024 0:00,Outstanding customer support team.
C00109,,2,11/13/2024 0:00,Long waiting times for customer support.
C00181,Email,5,12/29/2024 0:00,Really happy with the quality and delivery time. Response time could be faster.
C00042,Survey,4,11/23/2024 0:00,Very professional and efficient service. Thanks for the survey follow-up.
C00186,Social Media,4,11/8/2024 0:00,The product exceeded my expectations. Will buy again!
C00423,Survey,4,11/18/2024 0:00,Really happy with the quality and delivery time.
C00398,Survey,5,11/12/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00223,Survey,,12/25/2024 0:00,Really happy with the quality and delivery time.
C00122,Survey,1,12/1/2024 0:00,Long waiting times for customer support.
C00133,Email,5,11/14/2024 0:00,Best shopping experience I've had in a while!
C00163,Email,3,12/4/2024 0:00,"Not bad, not great either. Response time could be faster."
C00215,Social Media,3,11/18/2024 0:00,Average service quality.
C00221,Email,4,12/26/2024 0:00,The product exceeded my expectations. Will buy again!
C00235,Email,4,12/4/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00331,Social Media,4,11/11/2024 0:00,Great value for money. Highly recommended!
C00146,Email,5,12/11/2024 0:00,Very professional and efficient service. Response time could be faster.
C00239,Email,5,11/12/2024 0:00,Outstanding customer support team.
C00076,Social Media,4,12/19/2024 0:00,
C00009,Social Media,1,11/15/2024 0:00,Disappointed with the service quality.
C00074,Social Media,5,12/27/2024 0:00,Best shopping experience I've had in a while! Quick response on social media.
C00442,Survey,5,12/1/2024 0:00,Really happy with the quality and delivery time.
,Website,,12/19/2024 0:00,Very professional and efficient service.
C00401,,1,12/28/2024 0:00,Would not recommend to others.
C00253,Social Media,1,11/29/2024 0:00,Poor communication from the team.
C00230,Social Media,3,11/26/2024 0:00,Decent experience overall.
C00007,Website,2,,Not worth the price paid.
C00174,,3,12/2/2024 0:00,Average service quality.
C00141,Email,5,11/22/2024 0:00,Really happy with the quality and delivery time.
,Email,4,12/8/2024 0:00,Great value for money. Highly recommended!
C00170,Invalid,1,11/17/2024 0:00,
C00393,Survey,3,11/23/2024 0:00,"Not bad, not great either."
,,1,11/24/2024 0:00,Long waiting times for customer support.
C00283,Survey,1,12/20/2024 0:00,
C00122,Social Media,3,11/8/2024 0:00,Satisfactory purchase experience. Quick response on social media.
C00194,Email,3,12/11/2024 0:00,Product meets basic expectations.
C00005,Social Media,5,11/6/2024 0:00,Excellent service! Very satisfied with my purchase.
C00029,Email,5,5/11/2024,Excellent service! Very satisfied with my purchase.
C00165,Email,3,12/14/2024 0:00,Satisfactory purchase experience.
C00422,Social Media,4,12/27/2024 0:00,
C00339,Email,5,11/29/2024 0:00,Best shopping experience I've had in a while!
C00136,Email,3,11/28/2024 0:00,Could use some improvements but generally fine.
C00496,Survey,2,11/11/2024 0:00,Poor communication from the team.
C00365,Email,5,12/27/2024 0:00,Excellent service! Very satisfied with my purchase. Response time could be faster.
C00321,Social Media,1,11/1/2024 0:00,Product didn't meet expectations.
C00342,Social Media,4,12/13/2024 0:00,Really happy with the quality and delivery time.
C00500,Email,4,11/19/2024 0:00,Best shopping experience I've had in a while!
C00145,Survey,3,11/9/2024 0:00,Product meets basic expectations.
C00327,Survey,3,11/27/2024 0:00,"Not bad, not great either."
C00217,Email,5,12/4/2024 0:00,Outstanding customer support team.
C00301,Email,1,12/14/2024 0:00,Poor communication from the team.
C00132,Social Media,3,11/4/2024 0:00,"Not bad, not great either."
C00292,Email,5,6/12/2024,Really happy with the quality and delivery time. Response time could be faster.
C00070,Survey,4,11/18/2024 0:00,Outstanding customer support team.
C00252,Email,2,11/15/2024 0:00,Long waiting times for customer support.
C00415,Social Media,,12/21/2024 0:00,Really happy with the quality and delivery time.
C00275,Social Media,3,,Could use some improvements but generally fine.
C00445,Social Media,5,11/19/2024 0:00,Excellent service! Very satisfied with my purchase.
TEST123,Social Media,5,12/19/2024 0:00,Really happy with the quality and delivery time. Quick response on social media.
C00182,Social Media,4,11/6/2024 0:00,Really happy with the quality and delivery time.
C00167,Email,4,12/18/2024 0:00,Really happy with the quality and delivery time.
C00091,Email,5,12/26/2024 0:00,Outstanding customer support team.
,Email,2,11/12/2024 0:00,Product didn't meet expectations.
C00346,Email,5,12/21/2024 0:00,Great value for money. Highly recommended!
C00019,Social Media,2,12/7/2024 0:00,Disappointed with the service quality. Quick response on social media.
C00039,Survey,3,11/17/2024 0:00,Could use some improvements but generally fine.
C00126,,3,12/28/2024 0:00,Could use some improvements but generally fine.
C00451,Survey,,11/23/2024 0:00,Great value for money. Highly recommended!
,Email,5,11/26/2024 0:00,The product exceeded my expectations. Will buy again!
C00141,Email,2,11/29/2024 0:00,Need to improve product quality. Response time could be faster.
C00242,Survey,1,12/3/2024 0:00,Disappointed with the service quality. Thanks for the survey follow-up.
C00220,Social Media,5,12/30/2024 0:00,Best shopping experience I've had in a while! Quick response on social media.
C00126,Email,4,11/27/2024 0:00,Great value for money. Highly recommended!
C00058,Email,1,11/25/2024 0:00,Not worth the price paid.
C00148,Email,4,12/26/2024 0:00,Great value for money. Highly recommended!
C00476,Survey,4,12/25/2024 0:00,Best shopping experience I've had in a while!
C00456,Social Media,5,11/10/2024 0:00,Really happy with the quality and delivery time. Quick response on social media.
C00317,Survey,3,12/17/2024 0:00,Satisfactory purchase experience.
C00383,Survey,4,11/23/2024 0:00,The product exceeded my expectations. Will buy again!
C00361,Social Media,4,11/21/2024 0:00,Excellent service! Very satisfied with my purchase.
C00423,Survey,5,11/21/2024 0:00,The product exceeded my expectations. Will buy again!
C00001,Social Media,4,12/13/2024 0:00,The product exceeded my expectations. Will buy again!
C00387,Email,4,11/13/2024 0:00,Great value for money. Highly recommended!
C00461,Social Media,3,12/7/2024 0:00,"Service was okay, nothing special."
,Email,5,12/3/2024 0:00,Excellent service! Very satisfied with my purchase.
C00190,Survey,4,11/24/2024 0:00,Best shopping experience I've had in a while! Thanks for the survey follow-up.
C00191,Survey,2,12/14/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00369,Email,4,11/11/2024 0:00,Excellent service! Very satisfied with my purchase.
,Survey,,11/17/2024 0:00,Satisfactory purchase experience. Thanks for the survey follow-up.
C00312,Social Media,1,11/4/2024 0:00,Long waiting times for customer support. Quick response on social media.
C00417,Invalid,5,12/17/2024 0:00,Best shopping experience I've had in a while!
C00422,Survey,4,11/25/2024 0:00,Outstanding customer support team.
C00117,Email,5,11/30/2024 0:00,Great value for money. Highly recommended! Response time could be faster.
C00134,Social Media,3,11/9/2024 0:00,Satisfactory purchase experience. Quick response on social media.
C00058,,5,2024/21/11,Excellent service! Very satisfied with my purchase.
C00044,Survey,2,11/20/2024 0:00,Not worth the price paid.
C00173,Social Media,3,11/19/2024 0:00,Could use some improvements but generally fine.
C00160,Email,5,11/19/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00173,Social Media,5,11/12/2024 0:00,Great value for money. Highly recommended!
C00317,Email,4,12/7/2024 0:00,Excellent service! Very satisfied with my purchase.
C00303,Email,3,12/12/2024 0:00,Average service quality.
C00149,Social Media,5,11/17/2024 0:00,Great value for money. Highly recommended!
C00080,Survey,4,12/7/2024 0:00,Outstanding customer support team.
C00374,Social Media,10,12/24/2024 0:00,Very professional and efficient service.
C00213,Email,5,12/18/2024 0:00,Excellent service! Very satisfied with my purchase. Response time could be faster.
C00203,,1,12/9/2024 0:00,Would not recommend to others.
C00252,,2,,Not worth the price paid.
C00229,Survey,4,12/11/2024 0:00,Excellent service! Very satisfied with my purchase.
C00164,Survey,2,12/5/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00227,Email,3,12/17/2024 0:00,"Not bad, not great either."
C00147,Email,5,12/18/2024 0:00,Best shopping experience I've had in a while!
C00020,Survey,99,11/18/2024 0:00,Great value for money. Highly recommended!
C00441,Social Media,5,11/14/2024 0:00,Best shopping experience I've had in a while!
C999999,Email,4,12/5/2024 0:00,...
C00047,Email,4,12/14/2024 0:00,Really happy with the quality and delivery time.
C00233,Survey,10,12/11/2024 0:00,Would not recommend to others.
C00305,Social Media,3,12/30/2024 0:00,"Not bad, not great either. Quick response on social media."
C00014,Survey,,7/11/2024,Could use some improvements but generally fine.
C00143,Social Media,3,12/11/2024 0:00,"Service was okay, nothing special."
C00415,Social Media,5,11/13/2024 0:00,Great value for money. Highly recommended! Quick response on social media.
C00001,Social Media,3,11/18/2024 0:00,Could use some improvements but generally fine.
C00373,Email,4,12/7/2024 0:00,The product exceeded my expectations. Will buy again!
C00054,Survey,3,11/13/2024 0:00,Could use some improvements but generally fine.
C00374,Survey,1,12/6/2024 0:00,Not worth the price paid.
C00259,Social Media,4,,Really happy with the quality and delivery time.
C00144,Email,2,11/2/2024 0:00,Product didn't meet expectations.
C00471,Email,2,11/16/2024 0:00,Not worth the price paid.
C00441,Survey,1,11/9/2024 0:00,Not worth the price paid.
C00459,Email,3,11/9/2024 0:00,Satisfactory purchase experience.
,Email,5,,Excellent service! Very satisfied with my purchase.
C00330,Social Media,3,11/11/2024 0:00,Satisfactory purchase experience.
C00224,Email,3,12/24/2024 0:00,
C00272,Social Media,4,12/26/2024 0:00,Very professional and efficient service.
C00456,Survey,2,11/22/2024 0:00,Long waiting times for customer support.
C00358,Email,5,12/3/2024 0:00,The product exceeded my expectations. Will buy again!
C00460,Survey,4,12/6/2024 0:00,Outstanding customer support team.
C00408,Survey,4,12/15/2024 0:00,Very professional and efficient service.
C00156,Email,4,11/23/2024 0:00,The product exceeded my expectations. Will buy again!
C00373,Email,2,,Product didn't meet expectations. Response time could be faster.
C00008,Survey,4,12/15/2024 0:00,Great value for money. Highly recommended!
C00122,Email,3,12/4/2024 0:00,Average service quality.
C00348,XXX,5,11/9/2024 0:00,Outstanding customer support team.
C00164,Social Media,2,11/24/2024 0:00,Need to improve product quality. Quick response on social media.
C00090,Email,4,,The product exceeded my expectations. Will buy again!
C00136,Survey,4,11/7/2024 0:00,Excellent service! Very satisfied with my purchase.
C999999,Email,1,12/6/2024 0:00,Product didn't meet expectations.
C00316,Email,3,11/18/2024 0:00,Average service quality. Response time could be faster.
C00178,Survey,5,11/3/2024 0:00,Outstanding customer support team.
C00028,Survey,5,11/28/2024 0:00,Very professional and efficient service.
,Social Media,3,11/6/2024 0:00,"Not bad, not great either."
C00357,Survey,5,12/14/2024 0:00,Great value for money. Highly recommended!
C00041,Social Media,5,12/14/2024 0:00,Great value for money. Highly recommended!
C00228,Survey,5,11/21/2024 0:00,Very professional and efficient service.
C00192,Email,2,11/28/2024 0:00,Would not recommend to others.
C00411,Social Media,5,12/10/2024 0:00,Outstanding customer support team. Quick response on social media.
C00447,Social Media,3,12/24/2024 0:00,Satisfactory purchase experience. Quick response on social media.
C00145,Social Media,5,12/24/2024 0:00,Great value for money. Highly recommended!
C00201,Email,4,11/1/2024 0:00,Very professional and efficient service.
C00417,Email,2,12/6/2024 0:00,Need to improve product quality. Response time could be faster.
C00212,Email,5,11/21/2024 0:00,Outstanding customer support team.
C00461,Email,10,12/30/2024 0:00,Could use some improvements but generally fine. Response time could be faster.
C00220,Email,5,12/13/2024 0:00,Excellent service! Very satisfied with my purchase.
C00240,Social Media,5,12/5/2024 0:00,Great value for money. Highly recommended!
C00413,Email,4,,
C00397,Social Media,2,12/27/2024 0:00,Not worth the price paid.
C00046,Email,4,12/19/2024 0:00,
C00035,Survey,1,12/24/2024 0:00,Long waiting times for customer support.
,Social Media,1,12/24/2024 0:00,Long waiting times for customer support.
C00390,,5,11/10/2024 0:00,The product exceeded my expectations. Will buy again!
C00082,Social Media,3,12/23/2024 0:00,"Not bad, not great either. Quick response on social media."
C00371,Survey,3,12/14/2024 0:00,Product meets basic expectations.
C00256,,5,12/17/2024 0:00,Excellent service! Very satisfied with my purchase.
C00197,Email,3,12/23/2024 0:00,Could use some improvements but generally fine.
C00303,Email,3,11/10/2024 0:00,Product meets basic expectations.
C00409,Social Media,5,12/16/2024 0:00,The product exceeded my expectations. Will buy again! Quick response on social media.
C00450,Survey,2,11/13/2024 0:00,Long waiting times for customer support. Thanks for the survey follow-up.
C00010,Email,5,12/7/2024 0:00,Best shopping experience I've had in a while!
C00312,Survey,5,12/8/2024 0:00,Very professional and efficient service.
C00286,Survey,5,11/24/2024 0:00,
C00242,Email,4,11/2/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00251,Email,3,11/22/2024 0:00,Could use some improvements but generally fine.
C00365,Survey,3,11/17/2024 0:00,"Not bad, not great either."
C00005,Email,5,12/6/2024 0:00,Best shopping experience I've had in a while!
C00119,Email,5,11/14/2024 0:00,Excellent service! Very satisfied with my purchase.
C00289,Email,4,11/10/2024 0:00,Best shopping experience I've had in a while!
C0,Social Media,3,12/5/2024 0:00,Could use some improvements but generally fine. Quick response on social media.
C00065,Survey,,11/25/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00146,Survey,1,11/3/2024 0:00,Would not recommend to others. Thanks for the survey follow-up.
C00224,Social Media,5,12/17/2024 0:00,The product exceeded my expectations. Will buy again! Quick response on social media.
C00239,Survey,4,12/8/2024 0:00,Excellent service! Very satisfied with my purchase.
